,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
3169,0.63,0.83,4,145,4,0,0,0,support,medium
3170,0.59,0.91,4,142,3,1,0,0,support,medium
3171,0.77,0.62,3,218,2,0,0,0,support,medium
3172,0.65,0.7,4,157,4,0,0,0,support,medium
3173,0.84,0.49,4,178,3,0,0,0,support,medium
3174,0.9,0.45,4,241,6,0,0,0,support,medium
3175,0.6,0.83,3,230,3,0,0,0,support,medium
3176,0.9,0.74,5,249,3,0,0,0,support,medium
3177,0.94,0.7,5,147,2,0,0,0,support,medium
3178,0.56,0.9,4,115,3,0,0,0,technical,medium
3179,0.95,0.86,5,143,3,0,0,0,technical,medium
3180,0.97,0.85,4,219,3,0,0,0,technical,medium
3181,0.55,0.63,4,218,2,0,0,0,management,medium
3182,0.79,0.6,5,235,2,0,0,0,IT,medium
3183,0.49,0.76,5,237,3,0,0,0,IT,high
3184,0.49,0.58,5,186,2,0,0,0,IT,high
3185,0.57,0.65,5,177,2,0,0,0,IT,high
3186,0.89,0.81,4,228,4,0,0,0,IT,high
3187,0.66,0.59,3,204,3,0,0,0,product_mng,high
3188,0.94,0.77,5,210,3,0,0,0,product_mng,high
3189,0.98,0.95,4,250,2,1,0,0,product_mng,high
3190,0.18,0.52,5,185,6,0,0,0,product_mng,high
3191,0.57,0.73,3,146,3,0,0,0,IT,high
3192,0.67,0.55,3,217,2,0,0,0,RandD,high
3193,0.12,0.61,6,172,6,0,0,0,RandD,high
3194,0.48,0.95,3,184,2,0,0,0,RandD,high
3195,0.61,0.97,3,148,3,0,0,0,RandD,low
3196,0.23,0.52,5,236,4,0,0,0,RandD,low
3197,0.4,0.38,3,280,2,0,0,0,marketing,low
3198,0.57,0.6,3,218,3,0,0,0,sales,low
3199,0.95,0.98,5,155,3,0,0,0,accounting,low
3200,0.93,0.66,4,242,4,0,0,0,support,low
3201,0.7,0.88,3,166,5,0,0,0,technical,low
3202,0.58,0.9,4,175,3,1,0,0,management,low
3203,0.52,0.95,5,234,3,0,0,0,marketing,low
3204,0.98,0.88,5,232,3,0,0,0,marketing,low
3205,0.93,0.94,4,156,3,1,0,0,marketing,low
3206,0.34,0.63,5,248,3,0,0,0,sales,low
3207,0.87,0.75,4,218,2,0,0,0,sales,low
3208,0.52,0.96,5,251,2,1,0,0,sales,low
3209,0.58,0.91,4,173,4,0,0,0,sales,low
3210,0.65,0.51,4,157,3,1,0,0,sales,medium
3211,0.74,0.59,3,274,3,0,0,0,sales,medium
3212,0.63,0.7,5,182,3,0,0,0,sales,medium
3213,0.74,0.74,4,233,2,0,0,0,sales,medium
3214,0.65,1.0,4,249,3,0,0,0,sales,medium
3215,0.48,0.94,3,162,3,1,0,0,sales,medium
3216,0.84,0.75,3,184,3,0,0,0,sales,medium
3217,0.6,0.62,3,135,2,0,0,0,sales,medium
3218,0.56,0.57,3,143,2,0,0,0,sales,medium
3219,0.13,0.8,5,203,5,0,0,0,sales,medium
3220,0.83,0.51,5,143,4,0,0,0,sales,medium
3221,0.91,0.42,2,142,3,1,0,0,sales,medium
3222,0.97,0.97,5,171,2,0,0,0,sales,high
3223,0.9,0.96,3,223,4,0,0,0,sales,high
3224,0.57,0.87,4,148,3,0,0,0,sales,high
3225,0.84,0.79,6,140,2,0,0,0,accounting,high
3226,0.84,0.74,4,226,2,0,0,0,accounting,high
3227,0.17,0.93,5,183,5,0,0,0,accounting,high
3228,0.97,0.86,5,135,3,0,0,0,hr,high
3229,0.94,0.66,3,236,2,0,0,0,hr,high
3230,0.83,0.61,5,257,2,0,0,0,hr,low
3231,0.91,0.73,3,155,3,0,0,0,hr,low
3232,0.9,0.76,2,211,4,0,0,0,technical,low
3233,0.95,0.86,3,207,2,0,0,0,technical,low
3234,0.69,0.95,3,126,6,0,0,0,technical,low
3235,0.49,0.98,3,267,2,0,0,0,technical,low
3236,0.45,0.37,6,226,2,0,0,0,technical,low
3237,0.21,0.9,2,239,2,0,0,0,technical,low
3238,0.67,0.61,3,202,2,0,0,0,technical,medium
3239,0.76,0.62,3,150,2,1,0,0,technical,medium
3240,0.19,0.78,5,156,6,0,0,0,technical,medium
3241,0.52,0.73,2,233,3,0,0,0,technical,medium
3242,0.66,0.59,5,262,2,0,0,0,technical,medium
3243,0.95,0.67,3,183,3,0,0,0,support,medium
3244,0.95,0.78,4,225,2,0,0,0,support,medium
3245,0.57,0.54,5,216,3,0,0,0,support,medium
3246,0.48,0.57,5,227,3,0,0,0,support,medium
3247,0.95,0.5,4,242,2,0,0,0,support,medium
3248,0.7,0.67,4,224,3,0,0,0,support,medium
3249,0.48,0.61,3,223,3,1,0,0,support,medium
3250,0.62,0.58,3,202,2,0,0,0,support,medium
3251,0.58,0.76,3,220,3,0,0,0,support,medium
3252,1.0,0.87,4,129,5,0,0,0,support,medium
3253,0.79,0.65,2,193,5,0,0,0,support,medium
3254,0.58,0.73,3,165,2,0,0,0,technical,medium
3255,0.59,0.79,4,209,2,0,0,0,technical,medium
3256,0.66,0.8,4,183,2,1,0,0,technical,medium
3257,0.71,0.59,4,138,3,0,0,0,management,medium
3258,0.9,0.74,5,152,3,0,0,0,IT,medium
3259,0.74,0.63,4,170,2,0,0,0,IT,medium
3260,0.66,0.93,5,185,3,0,0,0,IT,medium
3261,0.92,0.53,2,249,2,0,0,0,IT,high
3262,0.55,0.51,4,155,3,0,0,0,IT,low
3263,0.51,0.43,3,204,4,0,0,0,product_mng,medium
3264,0.49,0.52,5,188,4,0,0,0,product_mng,medium
3265,0.88,0.52,5,264,4,0,0,0,product_mng,medium
3266,0.6,0.8,4,146,2,0,0,0,product_mng,medium
3267,0.93,0.65,4,212,4,0,0,0,IT,medium
3268,0.86,0.59,3,215,3,0,0,0,RandD,medium
3269,0.78,0.98,4,239,3,0,0,0,RandD,medium
3270,0.69,0.55,3,188,3,0,0,0,RandD,medium
3271,0.84,0.51,4,259,3,0,0,0,RandD,medium
3272,0.48,0.62,3,200,3,1,0,0,RandD,medium
3273,0.63,0.86,3,245,2,0,0,0,marketing,low
3274,0.54,0.61,3,182,2,0,0,0,sales,low
3275,0.85,0.53,4,181,2,0,0,0,accounting,low
3276,0.51,0.52,3,164,3,0,0,0,support,low
3277,0.88,0.86,5,257,3,0,0,0,technical,low
3278,0.87,0.93,3,178,3,0,0,0,management,low
3279,0.54,0.5,4,224,3,0,0,0,marketing,low
3280,0.96,0.67,5,170,3,0,0,0,marketing,high
3281,0.58,0.75,4,233,2,0,0,0,marketing,low
3282,0.21,0.57,5,239,3,0,0,0,sales,high
3283,0.5,0.56,5,185,2,0,0,0,sales,high
3284,0.52,0.54,4,184,3,0,0,0,sales,low
3285,0.5,0.7,3,188,2,0,0,0,sales,low
3286,0.74,0.86,3,186,3,1,0,0,sales,high
3287,0.69,0.63,3,226,3,0,0,0,sales,low
3288,0.61,0.74,2,143,6,0,0,0,sales,medium
3289,0.5,0.82,3,213,3,0,0,0,sales,high
3290,0.79,0.53,2,217,2,0,0,0,sales,medium
3291,0.73,0.68,5,190,2,0,0,0,sales,medium
3292,0.49,0.69,2,147,2,0,0,0,sales,medium
3293,0.7,0.77,2,235,3,1,0,0,sales,medium
3294,0.27,0.62,6,136,3,0,0,0,sales,high
3295,0.8,0.54,5,261,2,0,0,0,sales,medium
3296,0.45,0.6,6,176,4,0,0,0,sales,medium
3297,0.63,0.64,4,212,4,0,0,0,sales,medium
3298,0.76,0.52,2,148,3,0,0,0,sales,high
3299,0.42,0.74,6,218,6,0,0,0,sales,medium
3300,0.41,0.87,6,262,6,0,0,0,sales,high
3301,0.74,0.46,6,145,3,0,0,0,accounting,low
3302,0.82,0.75,3,230,4,1,0,0,accounting,medium
3303,0.82,0.65,4,210,2,0,0,0,accounting,medium
3304,0.53,0.73,4,227,3,0,0,0,hr,medium
3305,0.71,0.77,4,142,2,0,0,0,hr,medium
3306,0.5,0.9,4,171,2,0,0,0,hr,low
3307,0.68,0.89,3,241,3,0,0,0,hr,low
3308,0.68,0.99,3,247,2,1,0,0,technical,low
3309,0.48,0.86,5,246,3,0,0,0,technical,low
3310,0.59,0.72,3,188,3,1,0,0,technical,low
3311,0.21,0.7,3,104,2,0,0,0,technical,low
3312,0.99,0.73,5,197,4,1,0,0,technical,low
3313,1.0,0.88,4,191,4,0,0,0,technical,low
3314,0.84,0.51,4,173,2,0,0,0,technical,low
3315,0.86,0.82,2,207,4,1,0,0,technical,low
3316,0.52,0.54,5,247,4,0,0,0,technical,high
3317,0.94,0.97,5,197,5,1,0,0,technical,low
3318,0.55,0.81,3,242,2,0,0,0,technical,low
3319,0.79,0.59,3,145,2,0,0,0,support,low
3320,0.91,0.9,4,174,3,0,0,0,support,low
3321,0.82,0.99,3,195,2,0,0,0,support,high
3322,0.84,0.94,4,270,3,1,0,0,support,low
3323,0.72,0.68,4,238,3,0,0,0,support,low
3324,0.68,0.85,4,156,2,0,0,0,support,low
3325,0.99,0.96,5,261,3,0,0,0,support,high
3326,0.74,0.85,5,135,2,0,0,0,support,low
3327,0.8,0.41,6,185,4,0,0,0,support,medium
3328,0.55,0.55,3,197,3,0,0,0,support,high
3329,0.56,0.95,3,241,3,0,0,0,support,medium
3330,0.88,0.98,3,263,3,1,0,0,technical,high
3331,0.86,0.49,4,251,2,0,0,0,technical,medium
3332,0.64,0.95,3,218,2,0,0,0,technical,medium
3333,0.82,0.58,4,183,3,0,0,0,management,medium
3334,0.66,0.8,4,252,3,0,0,0,IT,medium
3335,0.64,0.95,3,98,3,0,0,0,IT,medium
3336,0.17,0.78,6,284,4,0,0,0,IT,medium
3337,0.75,0.68,4,220,2,0,0,0,IT,medium
3338,0.45,0.39,4,275,3,0,0,0,IT,medium
3339,0.99,0.9,4,164,3,0,0,0,product_mng,high
3340,0.93,0.67,5,237,4,0,0,0,product_mng,low
3341,0.88,0.8,3,133,3,0,0,0,product_mng,medium
3342,0.62,0.52,5,256,4,0,0,0,product_mng,medium
3343,0.94,0.88,4,270,3,0,0,0,IT,medium
3344,0.59,0.92,4,196,2,0,0,0,RandD,medium
3345,0.93,0.89,4,209,2,0,0,0,RandD,medium
3346,0.71,0.39,3,261,3,0,0,0,RandD,medium
3347,0.6,0.6,3,221,2,0,0,0,RandD,medium
3348,0.71,0.69,4,180,3,1,0,0,RandD,medium
3349,0.91,0.57,4,145,3,0,0,0,marketing,medium
3350,0.78,0.96,4,111,2,0,0,0,sales,high
3351,0.52,0.63,4,232,3,0,0,0,accounting,low
3352,0.99,0.7,5,195,3,0,0,0,support,low
3353,0.86,0.51,4,211,2,1,0,0,technical,low
3354,0.74,0.68,4,194,2,0,0,0,management,high
3355,0.15,0.84,4,275,5,0,0,0,marketing,low
3356,0.57,0.54,3,140,3,0,0,0,marketing,low
3357,0.67,0.6,3,157,3,0,0,0,marketing,low
3358,0.8,0.93,4,258,3,0,0,0,sales,high
3359,0.83,0.82,5,273,4,0,0,0,sales,low
3360,0.69,0.53,3,135,2,0,0,0,sales,low
3361,0.64,0.83,3,188,4,0,0,0,sales,low
3362,0.95,0.52,5,222,2,0,0,0,sales,low
3363,0.97,0.52,4,231,3,0,0,0,sales,low
3364,0.85,0.86,3,255,2,0,0,0,sales,low
3365,0.72,0.51,3,254,2,0,0,0,sales,low
3366,0.91,0.85,3,244,3,1,0,0,sales,medium
3367,0.81,0.83,3,132,4,0,0,0,sales,medium
3368,0.13,0.67,5,234,6,0,0,0,sales,medium
3369,0.95,0.81,4,272,3,0,0,0,sales,medium
3370,0.82,0.54,4,191,3,0,0,0,sales,medium
3371,0.63,0.93,4,238,4,0,0,0,sales,medium
3372,0.55,0.69,3,225,2,0,0,0,sales,medium
3373,0.83,0.95,3,211,2,0,0,0,sales,medium
3374,0.54,0.98,3,217,3,0,0,0,sales,medium
3375,0.89,0.91,5,156,4,0,0,0,sales,medium
3376,0.79,0.55,3,147,3,0,0,0,sales,medium
3377,0.56,0.73,4,134,3,0,0,0,accounting,medium
3378,0.89,0.7,4,235,2,1,0,0,accounting,high
3379,1.0,0.66,4,238,4,0,0,0,accounting,low
3380,0.43,0.72,3,258,4,0,0,0,hr,medium
3381,0.71,0.55,5,224,3,0,0,0,hr,medium
3382,0.98,0.59,4,149,2,0,0,0,hr,medium
3383,0.81,0.7,4,219,2,1,0,0,hr,medium
3384,0.71,0.53,3,186,2,0,0,0,technical,low
3385,0.99,0.6,4,259,4,0,0,0,technical,low
3386,0.34,0.62,3,119,2,0,0,0,technical,low
3387,0.58,0.91,3,223,2,0,0,0,technical,low
3388,0.77,0.49,4,184,3,0,0,0,technical,low
3389,0.64,0.5,3,238,4,0,0,0,technical,low
3390,0.13,1.0,4,157,5,1,0,0,technical,low
3391,0.98,0.6,2,249,3,0,0,0,technical,low
3392,0.72,0.84,4,195,2,0,0,0,technical,low
3393,0.55,0.79,3,162,2,0,0,0,technical,low
3394,0.62,0.91,4,231,3,0,0,0,technical,low
3395,0.74,0.91,2,264,3,0,0,0,support,low
3396,0.69,0.96,3,210,3,0,0,0,support,low
3397,0.6,0.63,4,192,3,0,0,0,support,low
3398,0.54,0.43,3,192,2,0,0,0,support,low
3399,0.56,0.75,4,249,3,0,0,0,support,low
3400,0.58,0.86,5,206,3,0,0,0,support,low
3401,0.21,0.66,4,165,5,0,0,0,support,low
3402,0.52,0.85,5,183,3,0,0,0,support,low
3403,0.98,0.7,4,253,2,0,0,0,support,low
3404,0.85,0.97,3,256,3,0,0,0,support,low
3405,0.62,0.88,2,263,4,0,0,0,support,medium
3406,0.63,0.61,3,234,3,1,0,0,technical,medium
3407,0.84,0.97,6,223,2,0,0,0,technical,medium
3408,0.71,0.69,2,172,3,0,0,0,technical,medium
3409,0.36,0.55,6,226,6,0,0,0,management,medium
3410,0.79,0.56,6,205,4,1,0,0,IT,medium
3411,0.59,0.55,4,235,2,0,0,0,IT,medium
3412,0.5,0.53,4,263,3,0,0,0,IT,medium
3413,0.88,0.66,4,271,3,1,0,0,IT,medium
3414,0.65,0.69,6,131,5,0,0,0,IT,medium
3415,0.71,0.56,4,238,4,0,0,0,product_mng,medium
3416,0.89,0.54,3,214,2,0,0,0,product_mng,medium
3417,0.83,0.84,3,267,3,0,0,0,product_mng,high
3418,0.73,0.53,3,184,2,0,0,0,product_mng,low
3419,0.71,0.67,3,264,3,0,0,0,IT,medium
3420,0.53,0.66,3,109,2,0,0,0,RandD,medium
3421,0.74,0.7,3,253,4,1,0,0,RandD,medium
3422,0.6,0.52,4,207,2,1,0,0,RandD,medium
3423,0.47,0.6,4,263,5,0,0,0,RandD,low
3424,0.88,0.88,3,214,2,1,0,0,RandD,low
3425,0.62,0.67,2,153,3,0,0,0,marketing,low
3426,0.24,0.48,5,123,5,1,0,0,sales,low
3427,0.15,0.36,5,159,2,0,0,0,accounting,low
3428,0.92,0.82,3,185,3,0,0,0,support,low
3429,0.74,0.7,4,167,3,1,0,0,technical,low
3430,0.86,0.77,3,271,3,0,0,0,management,low
3431,0.96,0.61,3,140,3,0,0,0,marketing,low
3432,0.54,0.6,4,141,3,0,0,0,marketing,low
3433,0.99,0.87,4,190,2,0,0,0,marketing,low
3434,0.72,0.73,5,134,2,0,0,0,sales,low
3435,0.96,0.75,5,176,4,0,0,0,sales,low
3436,0.73,0.73,4,194,2,0,0,0,sales,low
3437,0.67,0.44,5,212,4,0,0,0,sales,low
3438,0.58,0.72,5,234,3,1,0,0,sales,low
3439,0.9,0.99,4,190,2,0,0,0,sales,low
3440,0.99,0.37,5,155,3,0,0,0,sales,low
3441,0.89,0.58,4,232,2,0,0,0,sales,low
3442,0.72,0.95,4,216,3,0,0,0,sales,low
3443,0.77,0.8,3,207,3,0,0,0,sales,low
3444,0.8,0.94,4,200,4,0,0,0,sales,medium
3445,0.89,0.86,3,178,4,0,0,0,sales,medium
3446,0.59,0.81,4,173,2,0,0,0,sales,medium
3447,0.24,0.87,5,268,5,0,0,0,sales,medium
3448,0.94,0.59,6,212,2,0,0,0,sales,medium
3449,0.74,0.5,4,216,3,0,0,0,sales,medium
3450,0.63,0.62,5,212,6,0,0,0,sales,medium
3451,0.63,0.59,3,155,3,1,0,0,sales,medium
3452,0.77,0.65,4,164,2,0,0,0,sales,medium
3453,0.87,0.74,3,209,3,0,0,0,accounting,medium
3454,0.79,0.61,4,136,3,0,0,0,accounting,medium
3455,0.54,0.84,4,223,3,0,0,0,accounting,medium
3456,0.59,0.83,4,239,4,0,0,0,hr,high
3457,0.86,0.87,3,205,4,0,0,0,hr,low
3458,0.98,0.68,3,203,3,0,0,0,hr,medium
3459,1.0,0.79,5,152,4,0,0,0,hr,medium
3460,0.9,0.79,4,236,3,1,0,0,technical,medium
3461,0.34,0.6,4,114,3,0,0,0,technical,medium
3462,0.95,0.93,3,209,2,0,0,0,technical,low
3463,0.79,0.48,4,178,2,0,0,0,technical,low
3464,0.13,0.91,4,175,5,0,0,0,technical,low
3465,0.72,0.69,3,270,4,0,0,0,technical,low
3466,0.63,0.54,3,145,2,1,0,0,technical,low
3467,0.81,0.76,5,134,2,0,0,0,technical,low
3468,0.71,0.75,4,272,4,0,0,0,technical,low
3469,0.49,0.76,3,208,2,0,0,0,technical,low
3470,0.59,0.65,4,219,3,1,0,0,technical,low
3471,0.87,0.59,5,154,3,0,0,0,support,low
3472,0.66,0.6,3,179,4,0,0,0,support,low
3473,0.78,0.92,5,137,2,0,0,0,support,low
3474,0.65,0.7,4,211,2,0,0,0,support,low
3475,0.8,0.97,5,271,4,0,0,0,support,low
3476,0.56,0.75,4,192,2,0,0,0,support,low
3477,0.85,0.67,4,228,4,0,0,0,support,low
3478,0.14,0.46,2,267,6,1,0,0,support,low
3479,0.74,0.62,4,272,2,0,0,0,support,low
3480,0.86,0.93,2,260,2,0,0,0,support,low
3481,0.71,0.96,4,161,3,0,0,0,support,low
3482,0.83,0.99,4,226,2,0,0,0,technical,low
3483,0.52,0.49,4,249,4,1,0,0,technical,medium
3484,0.63,0.8,3,243,3,0,0,0,technical,medium
3485,0.92,0.93,4,247,2,0,0,0,management,medium
3486,0.66,0.87,3,186,2,0,0,0,IT,medium
3487,0.77,0.7,3,155,3,0,0,0,IT,medium
3488,0.74,0.97,2,135,4,0,0,0,IT,medium
3489,0.81,0.76,5,198,4,0,0,0,IT,medium
3490,0.67,0.55,3,175,2,0,0,0,IT,medium
3491,0.75,0.92,3,192,3,0,0,0,product_mng,medium
3492,0.65,0.36,2,282,3,0,0,0,product_mng,medium
3493,0.81,0.6,4,179,3,0,0,0,product_mng,medium
3494,0.57,0.77,4,245,3,0,0,0,product_mng,medium
3495,0.89,0.66,4,235,3,0,0,0,IT,high
3496,0.5,0.56,4,266,2,0,0,0,RandD,low
3497,0.21,0.42,4,269,4,1,0,0,RandD,medium
3498,0.79,0.67,3,264,2,0,0,0,RandD,medium
3499,0.66,0.57,3,161,2,1,0,0,RandD,medium
3500,0.82,0.95,3,203,3,0,0,0,RandD,medium
3501,0.85,0.85,4,258,2,0,0,0,marketing,low
3502,0.72,0.96,3,143,3,0,0,0,sales,low
3503,0.52,0.92,3,214,3,0,0,0,accounting,low
3504,0.5,0.62,4,166,3,1,0,0,support,low
3505,0.52,0.82,3,192,3,0,0,0,technical,low
3506,0.13,0.87,3,185,4,1,0,0,management,low
3507,0.87,0.98,4,173,3,0,0,0,marketing,low
3508,0.53,0.98,2,163,3,0,0,0,marketing,low
3509,0.15,0.76,5,277,4,0,0,0,marketing,low
3510,0.64,0.86,5,274,2,1,0,0,sales,low
3511,0.52,0.44,3,119,2,0,0,0,sales,low
3512,0.79,0.67,4,267,3,0,0,0,sales,low
3513,0.74,0.89,3,160,2,0,0,0,sales,low
3514,0.81,0.84,4,198,2,0,0,0,sales,low
3515,0.94,0.6,3,193,3,0,0,0,sales,low
3516,0.67,0.84,6,250,2,0,0,0,sales,low
3517,0.93,0.84,3,237,4,1,0,0,sales,low
3518,0.52,0.96,4,170,2,0,0,0,sales,low
3519,0.48,0.74,2,157,2,1,0,0,sales,medium
3520,0.57,0.92,6,267,4,0,0,0,sales,medium
3521,0.71,0.77,4,192,4,0,0,0,sales,medium
3522,0.9,0.74,4,218,2,1,0,0,sales,medium
3523,0.58,0.61,4,210,3,0,0,0,sales,medium
3524,0.66,0.48,4,229,4,0,0,0,sales,medium
3525,0.59,0.66,3,186,3,0,0,0,sales,medium
3526,0.96,0.5,3,234,2,1,0,0,sales,medium
3527,0.13,0.91,2,149,5,0,0,0,sales,medium
3528,0.93,0.92,3,205,3,0,0,0,sales,medium
3529,0.54,0.72,3,148,4,0,0,0,accounting,medium
3530,0.54,0.77,5,270,3,0,0,0,accounting,medium
3531,0.87,0.62,3,176,3,0,0,0,accounting,high
3532,0.79,0.91,3,226,2,0,0,0,hr,low
3533,0.83,0.57,3,232,4,0,0,0,hr,medium
3534,0.73,0.6,3,137,3,0,0,0,hr,medium
3535,0.29,0.42,6,253,3,0,0,0,hr,medium
3536,0.8,0.7,6,231,4,0,0,0,technical,medium
3537,0.29,0.81,3,189,6,0,0,0,technical,low
3538,0.43,0.85,6,168,2,0,0,0,technical,low
3539,0.99,0.93,3,261,3,0,0,0,technical,low
3540,0.86,0.51,4,152,3,0,0,0,technical,low
3541,0.85,0.78,5,263,2,1,0,0,technical,low
3542,0.66,0.68,3,258,3,0,0,0,technical,low
3543,0.57,0.99,3,205,3,0,0,0,technical,low
3544,0.31,0.64,6,183,2,1,0,0,technical,low
3545,0.88,0.88,3,153,3,0,0,0,technical,low
3546,0.72,0.72,5,194,4,0,0,0,technical,low
3547,0.75,0.66,4,202,2,0,0,0,support,low
3548,0.82,0.71,4,164,4,0,0,0,support,low
3549,0.82,0.67,3,213,2,0,0,0,support,low
3550,0.15,0.52,4,265,6,0,0,0,support,low
3551,0.16,0.88,6,218,3,0,0,0,support,low
3552,0.95,0.4,5,286,4,0,0,0,support,low
3553,0.87,0.73,3,172,3,1,0,0,support,low
3554,0.85,0.89,4,251,2,0,0,0,support,low
3555,0.58,0.6,3,110,3,1,0,0,support,low
3556,0.63,0.86,3,269,4,0,0,0,support,low
3557,0.69,0.68,3,151,3,1,0,0,support,low
3558,0.53,0.85,5,161,2,0,0,0,technical,medium
3559,0.96,0.71,4,210,3,0,0,0,technical,medium
3560,0.73,0.83,2,167,3,0,0,0,technical,medium
3561,0.5,0.6,3,270,3,1,0,0,management,medium
3562,0.81,0.83,3,133,3,1,0,0,IT,medium
3563,0.82,0.59,3,249,3,0,0,0,IT,medium
3564,0.76,0.72,4,266,3,0,0,0,IT,medium
3565,0.27,0.82,4,276,2,0,0,0,IT,medium
3566,0.64,0.38,6,215,3,0,0,0,IT,medium
3567,0.57,0.9,3,262,2,0,0,0,product_mng,medium
3568,0.49,0.84,5,193,3,0,0,0,product_mng,medium
3569,0.66,0.92,2,102,4,0,0,0,product_mng,medium
3570,0.71,0.36,4,278,4,1,0,0,product_mng,high
3571,0.61,0.63,3,250,4,0,0,0,IT,low
3572,0.52,0.89,5,193,4,0,0,0,RandD,medium
3573,0.62,0.91,3,133,3,0,0,0,RandD,medium
3574,0.98,0.65,4,216,4,0,0,0,RandD,medium
3575,0.67,0.56,5,174,2,1,0,0,RandD,medium
3576,0.85,0.62,2,280,4,0,0,0,RandD,low
3577,0.84,0.85,4,246,2,0,0,0,marketing,low
3578,1.0,0.53,3,142,3,0,0,0,sales,low
3579,0.72,0.76,4,144,3,1,0,0,accounting,low
3580,0.66,0.75,6,100,4,1,0,0,support,low
3581,0.64,0.71,5,212,2,0,0,0,technical,low
3582,1.0,0.76,5,201,3,0,0,0,management,low
3583,0.75,0.59,5,206,2,0,0,0,marketing,low
3584,0.81,0.77,4,197,3,0,0,0,marketing,low
3585,0.31,0.98,5,232,5,0,0,0,marketing,low
3586,0.32,0.97,6,272,2,0,0,0,sales,low
3587,0.48,0.5,4,173,3,0,0,0,sales,low
3588,0.62,0.42,2,124,2,0,0,0,sales,low
3589,0.77,0.86,5,282,4,0,0,0,sales,low
3590,0.76,0.8,2,219,4,1,0,0,sales,low
3591,0.68,0.41,3,106,6,0,0,0,sales,low
3592,0.72,0.79,4,192,4,0,0,0,sales,low
3593,0.87,0.91,5,190,2,0,0,0,sales,low
3594,0.59,0.57,2,156,2,0,0,0,sales,low
3595,0.7,0.64,3,180,2,0,0,0,sales,low
3596,0.73,0.81,4,245,2,0,0,0,sales,low
3597,0.58,0.62,3,169,2,0,0,0,sales,medium
3598,0.64,0.66,3,188,4,0,0,0,sales,medium
3599,0.89,0.66,5,224,2,0,0,0,sales,medium
3600,0.95,0.71,3,263,2,1,0,0,sales,medium
3601,0.84,0.9,3,262,2,0,0,0,sales,medium
3602,0.6,0.99,4,225,3,0,0,0,sales,medium
3603,0.71,0.63,5,224,3,1,0,0,sales,medium
3604,0.6,0.95,3,266,3,0,0,0,sales,medium
3605,0.91,0.68,3,218,3,1,0,0,accounting,medium
3606,0.75,1.0,3,102,3,0,0,0,accounting,medium
3607,0.7,0.67,4,181,3,0,0,0,accounting,medium
3608,0.23,0.64,5,150,5,0,0,0,hr,medium
3609,0.73,0.83,4,270,2,0,0,0,hr,high
3610,0.99,0.49,4,270,2,0,0,0,hr,low
3611,0.62,0.68,5,265,3,0,0,0,hr,medium
3612,0.98,0.89,4,169,3,0,0,0,technical,medium
3613,0.61,0.94,3,224,4,0,0,0,technical,medium
3614,0.52,0.92,3,150,2,1,0,0,technical,medium
3615,0.65,0.66,5,239,4,0,0,0,technical,low
3616,0.59,0.9,3,245,3,1,0,0,technical,low
3617,0.71,0.8,3,182,2,1,0,0,technical,low
3618,0.18,0.7,5,182,4,0,0,0,technical,low
3619,0.21,0.93,4,243,4,0,0,0,technical,low
3620,0.15,0.67,6,209,5,0,0,0,technical,low
3621,0.97,0.53,4,195,4,0,0,0,technical,low
3622,0.39,0.48,3,190,2,0,0,0,technical,low
3623,0.35,0.66,2,140,2,0,0,0,support,medium
3624,0.88,0.58,4,147,4,0,0,0,support,medium
3625,0.58,0.97,3,265,3,0,0,0,support,medium
3626,0.61,0.78,3,238,2,0,0,0,support,medium
3627,0.59,0.98,3,155,3,0,0,0,support,medium
3628,0.55,0.41,4,132,5,1,0,0,support,medium
3629,0.52,0.8,5,257,3,0,0,0,support,medium
3630,0.71,0.77,2,255,3,0,0,0,support,medium
3631,0.63,0.82,5,229,2,0,0,0,support,medium
3632,0.17,0.84,5,216,4,0,0,0,support,medium
3633,0.95,0.49,4,269,4,0,0,0,support,medium
3634,1.0,0.73,3,205,2,0,0,0,technical,medium
3635,0.73,0.96,2,151,3,0,0,0,technical,medium
3636,0.8,0.64,4,246,3,1,0,0,technical,medium
3637,0.63,0.8,4,256,4,0,0,0,management,medium
3638,0.95,0.59,4,235,3,0,0,0,IT,medium
3639,0.75,0.83,4,229,2,0,0,0,IT,medium
3640,0.64,0.72,5,158,3,0,0,0,IT,medium
3641,0.72,1.0,3,197,3,0,0,0,IT,medium
3642,0.72,0.53,3,151,4,0,0,0,IT,medium
3643,0.85,0.63,3,167,3,0,0,0,product_mng,medium
3644,0.24,0.94,4,146,4,0,0,0,product_mng,medium
3645,0.69,0.53,4,281,4,0,0,0,product_mng,medium
3646,0.69,0.7,3,212,2,0,0,0,product_mng,medium
3647,0.87,0.59,5,261,3,0,0,0,IT,medium
3648,0.78,0.91,3,238,2,0,0,0,RandD,high
3649,0.76,0.74,4,235,3,0,0,0,RandD,high
3650,0.35,0.7,3,107,3,0,0,0,RandD,high
3651,0.88,0.59,6,243,4,0,0,0,RandD,high
3652,0.78,0.79,5,233,3,1,0,0,RandD,high
3653,0.36,0.42,3,206,5,0,0,0,marketing,high
3654,0.24,0.7,5,172,4,0,0,0,sales,high
3655,0.55,0.82,3,248,2,0,0,0,accounting,high
3656,0.91,0.53,3,147,4,1,0,0,support,high
